season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2014-15,202710,Jimmy Butler III,CHI,65,2513.4733333333334,1301,421,912,0.462
