season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2011-12,202710,Jimmy Butler III,CHI,42,359.0316666666667,109,32,79,0.405
