season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2015-16,202710,Jimmy Butler III,CHI,67,2473.625,1399,470,1035,0.454
