season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2012-13,202710,Jimmy Butler III,CHI,82,2133.5733333333333,705,239,512,0.467
