PLAYER_ID,PLAYER_NAME,GAME_ID,MIN,AST,season_end_year
2457,Jannero Pargo,0020401223,25.416666666666668,5,2005
970,Othella Harrington,0020401223,23.735,2,2005
2804,Andres Nocioni,0020401223,23.0,0,2005
2732,Ben Gordon,0020401223,25.233333333333334,5,2005
2876,Jared Reiner,0020401223,21.098333333333333,1,2005
2550,Kirk Hinrich,0020401223,19.533333333333335,1,2005
15,Eric Piatkowski,0020401223,13.916666666666666,2,2005
1444,Lawrence Funderburke,0020401223,20.498333333333335,0,2005
213,Antonio Davis,0020401223,21.118333333333332,0,2005
1559,Adrian Griffin,0020401223,25.75,2,2005
2768,Chris Duhon,0020401223,20.7,3,2005
2550,Kirk Hinrich,0020401214,34.903333333333336,5,2005
2732,Ben Gordon,0020401214,21.216666666666665,2,2005
2768,Chris Duhon,0020401214,44.88333333333333,10,2005
2804,Andres Nocioni,0020401214,29.695,2,2005
2199,Tyson Chandler,0020401214,25.44,0,2005
2457,Jannero Pargo,0020401214,8.75,1,2005
970,Othella Harrington,0020401214,25.383333333333333,1,2005
213,Antonio Davis,0020401214,37.215,2,2005
15,Eric Piatkowski,0020401214,5.583333333333333,0,2005
1559,Adrian Griffin,0020401214,5.846666666666667,1,2005
1444,Lawrence Funderburke,0020401214,1.0833333333333333,0,2005
2768,Chris Duhon,0020401186,28.04,6,2005
2550,Kirk Hinrich,0020401186,34.391666666666666,9,2005
2804,Andres Nocioni,0020401186,38.833333333333336,2,2005
2199,Tyson Chandler,0020401186,31.52166666666667,0,2005
2732,Ben Gordon,0020401186,22.633333333333333,1,2005
970,Othella Harrington,0020401186,25.133333333333333,1,2005
213,Antonio Davis,0020401186,34.166666666666664,1,2005
2457,Jannero Pargo,0020401186,10.258333333333333,1,2005
15,Eric Piatkowski,0020401186,10.97,0,2005
1559,Adrian Griffin,0020401186,3.375,0,2005
2876,Jared Reiner,0020401186,0.6766666666666666,0,2005
2199,Tyson Chandler,0020401178,28.53,1,2005
2804,Andres Nocioni,0020401178,27.12,5,2005
2768,Chris Duhon,0020401178,24.316666666666666,5,2005
2457,Jannero Pargo,0020401178,17.083333333333332,9,2005
2732,Ben Gordon,0020401178,22.95,4,2005
2550,Kirk Hinrich,0020401178,24.833333333333332,6,2005
15,Eric Piatkowski,0020401178,31.9,4,2005
213,Antonio Davis,0020401178,24.516666666666666,1,2005
970,Othella Harrington,0020401178,25.116666666666667,1,2005
