SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22014,1610612741,CHI,Chicago Bulls,0021400010,2014-10-29,CHI @ NYK,W,240,104,36,71,0.507,7,24,0.292,25,30,0.833,10,37,47,21,9,4,15,18,24.0
22014,1610612741,CHI,Chicago Bulls,0021400022,2014-10-31,CHI vs. CLE,L,265,108,41,90,0.456,13,31,0.419,13,17,0.765,11,31,42,25,4,14,19,28,-6.0
22014,1610612741,CHI,Chicago Bulls,0021400035,2014-11-01,CHI @ MIN,W,239,106,33,69,0.478,9,23,0.391,31,40,0.775,5,33,38,15,3,8,14,24,1.0
22014,1610612741,CHI,Chicago Bulls,0021400053,2014-11-04,CHI vs. ORL,W,240,98,35,75,0.467,7,15,0.467,21,27,0.778,10,34,44,23,6,9,12,18,8.0
22014,1610612741,CHI,Chicago Bulls,0021400062,2014-11-05,CHI @ MIL,W,239,95,34,73,0.466,5,16,0.313,22,30,0.733,7,35,42,24,8,3,16,18,9.0
22014,1610612741,CHI,Chicago Bulls,0021400073,2014-11-07,CHI @ PHI,W,241,118,40,78,0.513,12,24,0.5,26,34,0.765,12,28,40,25,4,6,17,21,3.0
22014,1610612741,CHI,Chicago Bulls,0021400086,2014-11-08,CHI vs. BOS,L,239,101,42,92,0.457,8,18,0.444,9,15,0.6,11,27,38,26,5,2,8,16,-5.0
22014,1610612741,CHI,Chicago Bulls,0021400101,2014-11-10,CHI vs. DET,W,240,102,39,88,0.443,7,20,0.35,17,20,0.85,9,40,49,22,6,8,10,19,11.0
22014,1610612741,CHI,Chicago Bulls,0021400119,2014-11-13,CHI @ TOR,W,240,100,37,77,0.481,4,15,0.267,22,32,0.688,13,35,48,26,7,7,19,18,7.0
22014,1610612741,CHI,Chicago Bulls,0021400135,2014-11-15,CHI vs. IND,L,240,90,35,83,0.422,4,17,0.235,16,23,0.696,10,24,34,18,6,7,13,19,-9.0
22014,1610612741,CHI,Chicago Bulls,0021400154,2014-11-17,CHI @ LAC,W,239,105,39,80,0.488,10,26,0.385,17,25,0.68,9,36,45,28,7,2,8,24,16.0
22014,1610612741,CHI,Chicago Bulls,0021400171,2014-11-20,CHI @ SAC,L,241,88,36,84,0.429,5,19,0.263,11,16,0.688,13,29,42,23,6,4,14,26,-15.0
