SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22006,1610612741,CHI,Chicago Bulls,0020600001,2006-10-31,CHI @ MIA,W,240,108,39,79,0.494,7,13,0.538,23,32,0.719,13,36,49,22,10,5,16,21,42.0
22006,1610612741,CHI,Chicago Bulls,0020600005,2006-11-01,CHI @ ORL,L,240,94,37,82,0.451,6,20,0.3,14,24,0.583,11,16,27,21,7,0,15,31,-15.0
22006,1610612741,CHI,Chicago Bulls,0020600026,2006-11-03,CHI vs. SAC,L,240,88,32,78,0.41,2,9,0.222,22,29,0.759,8,35,43,18,14,8,23,29,-1.0
22006,1610612741,CHI,Chicago Bulls,0020600047,2006-11-06,CHI vs. MIL,W,239,110,46,85,0.541,5,15,0.333,13,18,0.722,11,33,44,33,9,8,14,20,25.0
22006,1610612741,CHI,Chicago Bulls,0020600069,2006-11-09,CHI @ CLE,L,240,94,40,91,0.44,7,16,0.438,7,10,0.7,8,22,30,27,6,3,8,15,-19.0
22006,1610612741,CHI,Chicago Bulls,0020600086,2006-11-11,CHI vs. IND,W,240,89,31,81,0.383,6,15,0.4,21,27,0.778,24,27,51,20,8,4,16,22,9.0
22006,1610612741,CHI,Chicago Bulls,0020600105,2006-11-14,CHI @ DAL,L,240,99,39,86,0.453,3,10,0.3,18,30,0.6,16,24,40,18,3,3,11,22,-12.0
22006,1610612741,CHI,Chicago Bulls,0020600117,2006-11-16,CHI @ HOU,L,240,100,35,79,0.443,7,20,0.35,23,29,0.793,7,28,35,15,10,3,12,29,-1.0
22006,1610612741,CHI,Chicago Bulls,0020600125,2006-11-17,CHI @ SAS,L,240,83,33,72,0.458,5,9,0.556,12,21,0.571,9,30,39,18,9,4,22,18,-17.0
22006,1610612741,CHI,Chicago Bulls,0020600142,2006-11-19,CHI @ LAL,L,240,72,27,80,0.338,7,18,0.389,11,19,0.579,16,26,42,17,10,6,17,26,-10.0
22006,1610612741,CHI,Chicago Bulls,0020600156,2006-11-21,CHI @ DEN,L,240,109,39,90,0.433,8,24,0.333,23,29,0.793,16,31,47,22,7,8,17,25,-3.0
22006,1610612741,CHI,Chicago Bulls,0020600172,2006-11-24,CHI @ PHI,L,241,108,40,73,0.548,6,13,0.462,22,28,0.786,8,28,36,21,5,0,22,31,-15.0
22006,1610612741,CHI,Chicago Bulls,0020600187,2006-11-25,CHI @ NYK,W,240,106,38,84,0.452,5,17,0.294,25,37,0.676,13,28,41,22,9,5,8,27,11.0
22006,1610612741,CHI,Chicago Bulls,0020600207,2006-11-28,CHI vs. NYK,W,240,102,37,84,0.44,7,15,0.467,21,28,0.75,17,31,48,22,9,6,19,24,17.0
22006,1610612741,CHI,Chicago Bulls,0020600228,2006-12-01,CHI @ NOK,W,240,111,41,86,0.477,12,21,0.571,17,25,0.68,10,33,43,25,6,7,15,32,3.0
22006,1610612741,CHI,Chicago Bulls,0020600238,2006-12-02,CHI vs. WAS,W,240,112,41,81,0.506,9,23,0.391,21,31,0.677,14,35,49,28,7,5,9,28,18.0
22006,1610612741,CHI,Chicago Bulls,0020600251,2006-12-04,CHI vs. BOS,W,240,100,37,79,0.468,4,18,0.222,22,29,0.759,12,34,46,23,11,4,17,28,18.0
22006,1610612741,CHI,Chicago Bulls,0020600268,2006-12-06,CHI vs. PHI,W,240,121,48,78,0.615,6,13,0.462,19,31,0.613,10,33,43,29,7,5,12,24,27.0
22006,1610612741,CHI,Chicago Bulls,0020600281,2006-12-08,CHI vs. TOR,W,240,93,35,74,0.473,5,18,0.278,18,27,0.667,6,37,43,22,10,12,16,16,3.0
22006,1610612741,CHI,Chicago Bulls,0020600292,2006-12-09,CHI vs. MIN,L,240,81,30,76,0.395,4,13,0.308,17,23,0.739,11,33,44,16,5,1,16,20,-10.0
22006,1610612741,CHI,Chicago Bulls,0020600306,2006-12-11,CHI vs. IND,W,240,106,36,63,0.571,8,15,0.533,26,31,0.839,8,26,34,24,8,2,18,15,15.0
22006,1610612741,CHI,Chicago Bulls,0020600323,2006-12-13,CHI vs. SEA,W,240,99,39,92,0.424,9,25,0.36,12,16,0.75,15,30,45,30,13,7,10,18,15.0
22006,1610612741,CHI,Chicago Bulls,0020600336,2006-12-15,CHI vs. MIL,W,240,117,37,88,0.42,8,25,0.32,35,41,0.854,20,39,59,24,7,8,16,26,6.0
22006,1610612741,CHI,Chicago Bulls,0020600342,2006-12-16,CHI @ ATL,W,264,106,35,78,0.449,8,15,0.533,28,39,0.718,13,33,46,19,6,5,18,18,2.0
