SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22010,1610612741,CHI,Chicago Bulls,0021000011,2010-10-27,CHI @ OKC,L,242,95,40,93,0.43,2,14,0.143,13,22,0.591,15,36,51,21,6,6,14,28,-11.0
22010,1610612741,CHI,Chicago Bulls,0021000035,2010-10-30,CHI vs. DET,W,239,101,37,86,0.43,5,18,0.278,22,31,0.71,14,37,51,17,11,10,15,26,10.0
22010,1610612741,CHI,Chicago Bulls,0021000044,2010-11-01,CHI vs. POR,W,240,110,43,71,0.606,5,13,0.385,19,32,0.594,9,27,36,27,4,4,15,33,12.0
22010,1610612741,CHI,Chicago Bulls,0021000066,2010-11-04,CHI vs. NYK,L,240,112,42,81,0.519,9,19,0.474,19,27,0.704,12,30,42,27,8,6,20,21,-8.0
22010,1610612741,CHI,Chicago Bulls,0021000073,2010-11-05,CHI @ BOS,L,265,105,42,85,0.494,4,10,0.4,17,18,0.944,7,36,43,25,7,2,19,23,-5.0
22010,1610612741,CHI,Chicago Bulls,0021000098,2010-11-08,CHI vs. DEN,W,241,94,34,82,0.415,5,13,0.385,21,33,0.636,8,39,47,20,6,12,15,19,2.0
22010,1610612741,CHI,Chicago Bulls,0021000119,2010-11-11,CHI vs. GSW,W,242,120,46,84,0.548,7,19,0.368,21,23,0.913,11,35,46,29,14,10,12,7,30.0
22010,1610612741,CHI,Chicago Bulls,0021000134,2010-11-13,CHI vs. WAS,W,242,103,34,76,0.447,9,23,0.391,26,34,0.765,12,28,40,24,9,10,14,14,7.0
22010,1610612741,CHI,Chicago Bulls,0021000156,2010-11-16,CHI @ HOU,W,240,95,36,74,0.486,8,12,0.667,15,28,0.536,14,26,40,18,12,4,19,24,3.0
22010,1610612741,CHI,Chicago Bulls,0021000166,2010-11-17,CHI @ SAS,L,241,94,39,92,0.424,6,17,0.353,10,14,0.714,12,30,42,17,8,3,11,21,-9.0
22010,1610612741,CHI,Chicago Bulls,0021000179,2010-11-19,CHI @ DAL,W,241,88,34,76,0.447,5,19,0.263,15,23,0.652,20,39,59,17,3,3,16,19,5.0
22010,1610612741,CHI,Chicago Bulls,0021000208,2010-11-23,CHI @ LAL,L,240,91,34,86,0.395,4,20,0.2,19,26,0.731,14,32,46,20,11,7,13,19,-7.0
