SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22007,1610612741,CHI,Chicago Bulls,0020700007,2007-10-31,CHI @ NJN,L,265,103,38,96,0.396,8,23,0.348,19,26,0.731,19,26,45,23,7,3,16,30,-9.0
22007,1610612741,CHI,Chicago Bulls,0020700024,2007-11-02,CHI vs. PHI,L,241,85,33,86,0.384,7,24,0.292,12,19,0.632,12,24,36,18,11,7,15,23,-11.0
22007,1610612741,CHI,Chicago Bulls,0020700031,2007-11-03,CHI @ MIL,L,239,72,27,77,0.351,5,21,0.238,13,17,0.765,10,35,45,19,4,5,19,25,-6.0
22007,1610612741,CHI,Chicago Bulls,0020700049,2007-11-06,CHI vs. LAC,L,239,91,30,84,0.357,2,9,0.222,29,34,0.853,15,29,44,16,9,10,12,20,-6.0
22007,1610612741,CHI,Chicago Bulls,0020700064,2007-11-08,CHI vs. DET,W,239,97,39,85,0.459,1,9,0.111,18,27,0.667,15,32,47,28,9,2,14,21,4.0
22007,1610612741,CHI,Chicago Bulls,0020700082,2007-11-10,CHI vs. TOR,L,239,71,27,81,0.333,5,21,0.238,12,19,0.632,11,27,38,18,13,2,20,17,-30.0
22007,1610612741,CHI,Chicago Bulls,0020700118,2007-11-15,CHI @ PHX,L,241,102,39,92,0.424,5,16,0.313,19,24,0.792,15,32,47,16,8,4,14,18,-10.0
22007,1610612741,CHI,Chicago Bulls,0020700140,2007-11-17,CHI @ LAC,W,241,92,37,85,0.435,5,16,0.313,13,22,0.591,13,29,42,21,10,7,10,15,19.0
22007,1610612741,CHI,Chicago Bulls,0020700144,2007-11-18,CHI @ LAL,L,241,78,31,89,0.348,5,20,0.25,11,16,0.688,12,26,38,20,8,2,19,27,-28.0
22007,1610612741,CHI,Chicago Bulls,0020700155,2007-11-20,CHI @ DEN,L,240,91,38,95,0.4,6,20,0.3,9,15,0.6,18,29,47,25,9,5,21,24,-21.0
22007,1610612741,CHI,Chicago Bulls,0020700182,2007-11-24,CHI @ NYK,L,241,78,29,84,0.345,5,16,0.313,15,19,0.789,11,31,42,13,5,3,14,29,-7.0
22007,1610612741,CHI,Chicago Bulls,0020700192,2007-11-25,CHI @ TOR,L,241,78,30,79,0.38,6,17,0.353,12,20,0.6,10,34,44,22,5,5,12,15,-15.0
22007,1610612741,CHI,Chicago Bulls,0020700208,2007-11-27,CHI vs. ATL,W,241,90,35,88,0.398,5,12,0.417,15,22,0.682,23,36,59,21,7,3,15,25,12.0
22007,1610612741,CHI,Chicago Bulls,0020700239,2007-12-01,CHI vs. CHA,W,240,111,44,81,0.543,6,10,0.6,17,19,0.895,19,29,48,25,9,7,20,17,16.0
22007,1610612741,CHI,Chicago Bulls,0020700253,2007-12-03,CHI vs. DAL,L,239,98,30,87,0.345,7,16,0.438,31,34,0.912,16,28,44,17,7,3,10,23,-5.0
22007,1610612741,CHI,Chicago Bulls,0020700265,2007-12-05,CHI @ CHA,W,240,91,33,69,0.478,4,12,0.333,21,27,0.778,8,36,44,23,6,3,19,24,9.0
22007,1610612741,CHI,Chicago Bulls,0020700279,2007-12-07,CHI @ DET,W,239,98,35,80,0.438,6,14,0.429,22,26,0.846,17,34,51,17,4,5,9,22,7.0
22007,1610612741,CHI,Chicago Bulls,0020700291,2007-12-08,CHI vs. BOS,L,240,81,31,86,0.36,3,16,0.188,16,22,0.727,13,24,37,20,8,3,9,18,-11.0
22007,1610612741,CHI,Chicago Bulls,0020700311,2007-12-11,CHI vs. SEA,W,237,123,51,95,0.537,8,16,0.5,13,16,0.813,11,33,44,35,10,3,11,17,27.0
22007,1610612741,CHI,Chicago Bulls,0020700317,2007-12-12,CHI @ IND,L,239,102,38,89,0.427,3,10,0.3,23,24,0.958,14,23,37,23,8,4,12,22,-15.0
22007,1610612741,CHI,Chicago Bulls,0020700335,2007-12-14,CHI vs. NYK,W,239,101,39,83,0.47,5,16,0.313,18,21,0.857,12,34,46,26,5,15,15,17,5.0
22007,1610612741,CHI,Chicago Bulls,0020700363,2007-12-18,CHI vs. LAL,L,240,91,38,79,0.481,3,12,0.25,12,17,0.706,7,34,41,27,6,7,18,22,-12.0
22007,1610612741,CHI,Chicago Bulls,0020700365,2007-12-19,CHI @ WAS,W,239,95,37,89,0.416,5,14,0.357,16,21,0.762,13,34,47,21,9,4,12,12,11.0
22007,1610612741,CHI,Chicago Bulls,0020700381,2007-12-21,CHI @ BOS,L,240,82,27,76,0.355,4,11,0.364,24,36,0.667,14,26,40,15,9,3,21,30,-25.0
22007,1610612741,CHI,Chicago Bulls,0020700396,2007-12-22,CHI vs. HOU,L,239,98,41,90,0.456,5,13,0.385,11,13,0.846,12,22,34,24,6,8,12,19,-18.0
22007,1610612741,CHI,Chicago Bulls,0020700414,2007-12-26,CHI @ SAS,L,240,79,34,83,0.41,4,12,0.333,7,10,0.7,12,26,38,22,5,5,11,20,-15.0
