game_id,assister_id,scorer_id,scorer_name,shot_value,season_end_year,season
0021500002,202703,202710,Butler III,2,2016,2015-16
0021500002,202710,202703,Mirotic,3,2016,2015-16
0021500002,202734,202703,Mirotic,2,2016,2015-16
0021500002,201565,202734,Moore,2,2016,2015-16
0021500002,201149,203503,Snell,3,2016,2015-16
0021500002,202710,203926,McDermott,3,2016,2015-16
0021500002,201149,203926,McDermott,2,2016,2015-16
0021500002,201565,202703,Mirotic,3,2016,2015-16
0021500002,201565,2200,Gasol,2,2016,2015-16
0021500002,201565,203503,Snell,3,2016,2015-16
0021500002,201149,202734,Moore,3,2016,2015-16
0021500002,201149,201959,Gibson,2,2016,2015-16
0021500002,201565,202710,Butler III,2,2016,2015-16
0021500006,201565,202703,Mirotic,2,2016,2015-16
0021500006,202710,202703,Mirotic,3,2016,2015-16
0021500006,2200,202710,Butler III,2,2016,2015-16
0021500006,202710,2200,Gasol,2,2016,2015-16
0021500006,201565,202710,Butler III,3,2016,2015-16
0021500006,201166,203926,McDermott,3,2016,2015-16
0021500006,201149,202710,Butler III,2,2016,2015-16
0021500006,203926,201166,Brooks,3,2016,2015-16
0021500006,201166,202734,Moore,2,2016,2015-16
0021500006,201565,203503,Snell,3,2016,2015-16
0021500006,202710,201959,Gibson,2,2016,2015-16
0021500006,202703,203503,Snell,2,2016,2015-16
0021500006,2200,201565,Rose,2,2016,2015-16
0021500006,202710,203503,Snell,3,2016,2015-16
0021500006,201149,201166,Brooks,3,2016,2015-16
0021500006,201166,203926,McDermott,2,2016,2015-16
0021500006,2550,203926,McDermott,3,2016,2015-16
0021500006,2200,202710,Butler III,2,2016,2015-16
0021500006,202710,202703,Mirotic,3,2016,2015-16
0021500006,202710,202703,Mirotic,3,2016,2015-16
0021500025,2200,202703,Mirotic,2,2016,2015-16
0021500025,201565,202703,Mirotic,3,2016,2015-16
0021500025,201166,201149,Noah,2,2016,2015-16
0021500025,201166,203926,McDermott,3,2016,2015-16
0021500025,203926,2200,Gasol,2,2016,2015-16
0021500025,201565,202710,Butler III,2,2016,2015-16
0021500025,2200,202710,Butler III,2,2016,2015-16
0021500025,2200,202703,Mirotic,3,2016,2015-16
0021500025,201149,203503,Snell,2,2016,2015-16
0021500025,201149,202703,Mirotic,2,2016,2015-16
0021500025,201166,202710,Butler III,2,2016,2015-16
0021500025,203503,201959,Gibson,2,2016,2015-16
0021500025,201166,203926,McDermott,3,2016,2015-16
0021500025,201565,201959,Gibson,2,2016,2015-16
0021500025,203926,202703,Mirotic,3,2016,2015-16
0021500025,201565,201959,Gibson,2,2016,2015-16
0021500025,201565,202710,Butler III,3,2016,2015-16
0021500025,201565,2200,Gasol,2,2016,2015-16
0021500043,202710,2200,Gasol,2,2016,2015-16
0021500043,201565,2200,Gasol,2,2016,2015-16
0021500043,202710,202703,Mirotic,3,2016,2015-16
0021500043,202710,201565,Rose,2,2016,2015-16
0021500043,201149,203503,Snell,2,2016,2015-16
0021500043,201149,202710,Butler III,2,2016,2015-16
0021500043,201149,203926,McDermott,2,2016,2015-16
0021500043,202734,203926,McDermott,3,2016,2015-16
0021500043,201166,203926,McDermott,3,2016,2015-16
0021500043,201565,201149,Noah,2,2016,2015-16
0021500043,202734,201959,Gibson,2,2016,2015-16
0021500043,2200,203926,McDermott,2,2016,2015-16
0021500043,202710,203503,Snell,3,2016,2015-16
0021500043,201565,2200,Gasol,2,2016,2015-16
0021500043,201565,2200,Gasol,2,2016,2015-16
0021500043,202710,202703,Mirotic,3,2016,2015-16
0021500043,201565,201149,Noah,2,2016,2015-16
0021500043,201565,202703,Mirotic,3,2016,2015-16
0021500043,201565,203503,Snell,3,2016,2015-16
0021500043,201959,201166,Brooks,2,2016,2015-16
0021500043,201149,203926,McDermott,2,2016,2015-16
0021500043,202734,201959,Gibson,2,2016,2015-16
0021500043,201565,2200,Gasol,2,2016,2015-16
0021500053,202703,202710,Butler III,2,2016,2015-16
0021500053,203503,202710,Butler III,3,2016,2015-16
0021500053,2200,202703,Mirotic,2,2016,2015-16
0021500053,202710,2200,Gasol,2,2016,2015-16
0021500053,201565,2200,Gasol,2,2016,2015-16
0021500053,2200,202703,Mirotic,3,2016,2015-16
0021500053,201166,203926,McDermott,3,2016,2015-16
0021500053,203926,201166,Brooks,3,2016,2015-16
0021500053,201565,202734,Moore,2,2016,2015-16
0021500053,201149,203926,McDermott,2,2016,2015-16
0021500053,201959,201565,Rose,2,2016,2015-16
0021500053,202703,202710,Butler III,3,2016,2015-16
0021500053,201565,203926,McDermott,3,2016,2015-16
0021500053,2200,202710,Butler III,3,2016,2015-16
0021500053,203503,2200,Gasol,2,2016,2015-16
0021500053,203503,2200,Gasol,2,2016,2015-16
0021500053,201565,202710,Butler III,2,2016,2015-16
0021500053,201565,2200,Gasol,2,2016,2015-16
0021500053,201149,203926,McDermott,3,2016,2015-16
0021500053,201166,203926,McDermott,3,2016,2015-16
0021500053,201166,201959,Gibson,2,2016,2015-16
0021500053,201166,1626171,Portis,2,2016,2015-16
0021500053,202734,203926,McDermott,3,2016,2015-16
0021500053,203503,1626171,Portis,2,2016,2015-16
0021500053,203926,1626171,Portis,2,2016,2015-16
0021500053,203926,1626171,Portis,2,2016,2015-16
0021500070,201565,2200,Gasol,2,2016,2015-16
0021500070,2200,202710,Butler III,3,2016,2015-16
0021500070,201149,203503,Snell,3,2016,2015-16
0021500070,201149,203926,McDermott,2,2016,2015-16
0021500070,201959,202710,Butler III,3,2016,2015-16
0021500070,202710,201959,Gibson,2,2016,2015-16
0021500070,201565,201959,Gibson,2,2016,2015-16
0021500070,201565,202710,Butler III,2,2016,2015-16
0021500070,202703,201565,Rose,2,2016,2015-16
0021500070,201565,202710,Butler III,3,2016,2015-16
0021500070,202710,203926,McDermott,2,2016,2015-16
0021500070,2200,201565,Rose,2,2016,2015-16
0021500070,203503,201149,Noah,2,2016,2015-16
0021500070,201959,201166,Brooks,2,2016,2015-16
0021500070,201149,201959,Gibson,2,2016,2015-16
0021500070,201149,201959,Gibson,2,2016,2015-16
0021500070,201149,203926,McDermott,3,2016,2015-16
0021500070,201959,202710,Butler III,3,2016,2015-16
0021500070,201565,2200,Gasol,2,2016,2015-16
0021500070,201565,2200,Gasol,2,2016,2015-16
0021500085,201565,203926,McDermott,3,2016,2015-16
0021500085,201565,2200,Gasol,2,2016,2015-16
0021500085,201149,203926,McDermott,3,2016,2015-16
0021500085,201149,203503,Snell,3,2016,2015-16
0021500085,201166,203503,Snell,3,2016,2015-16
0021500085,201149,201166,Brooks,3,2016,2015-16
0021500085,201149,201166,Brooks,3,2016,2015-16
0021500085,201959,202703,Mirotic,2,2016,2015-16
0021500085,201565,202734,Moore,3,2016,2015-16
0021500085,201565,201959,Gibson,2,2016,2015-16
0021500085,202710,2200,Gasol,2,2016,2015-16
0021500085,201959,201565,Rose,2,2016,2015-16
0021500085,202710,201565,Rose,3,2016,2015-16
0021500085,201149,2200,Gasol,2,2016,2015-16
0021500085,2200,202710,Butler III,2,2016,2015-16
0021500085,201149,203926,McDermott,3,2016,2015-16
0021500085,2200,202710,Butler III,2,2016,2015-16
0021500085,202734,203503,Snell,2,2016,2015-16
0021500085,201149,203503,Snell,3,2016,2015-16
0021500085,201565,203503,Snell,3,2016,2015-16
0021500100,202710,2200,Gasol,2,2016,2015-16
0021500100,202710,2200,Gasol,2,2016,2015-16
0021500100,201565,203503,Snell,3,2016,2015-16
0021500100,2200,202710,Butler III,2,2016,2015-16
0021500100,202710,201166,Brooks,2,2016,2015-16
0021500100,201959,203503,Snell,3,2016,2015-16
0021500100,201565,2200,Gasol,2,2016,2015-16
0021500100,201565,203926,McDermott,3,2016,2015-16
0021500100,201565,203926,McDermott,2,2016,2015-16
0021500100,201565,2200,Gasol,2,2016,2015-16
0021500100,201565,2200,Gasol,2,2016,2015-16
0021500100,202710,202703,Mirotic,3,2016,2015-16
0021500100,201565,2200,Gasol,2,2016,2015-16
0021500100,201565,203926,McDermott,3,2016,2015-16
0021500100,202710,202703,Mirotic,3,2016,2015-16
0021500100,201166,202703,Mirotic,3,2016,2015-16
0021500100,203503,201959,Gibson,2,2016,2015-16
0021500100,202734,202703,Mirotic,2,2016,2015-16
0021500100,201959,202703,Mirotic,2,2016,2015-16
0021500100,201166,202734,Moore,2,2016,2015-16
0021500100,201166,203503,Snell,2,2016,2015-16
0021500100,203503,202734,Moore,3,2016,2015-16
0021500100,201166,2200,Gasol,2,2016,2015-16
0021500100,201959,202734,Moore,2,2016,2015-16
0021500100,1626171,201166,Brooks,2,2016,2015-16
0021500100,202734,1626171,Portis,2,2016,2015-16
0021500100,202734,203926,McDermott,2,2016,2015-16
0021500100,1626245,203926,McDermott,3,2016,2015-16
0021500132,202710,2200,Gasol,2,2016,2015-16
0021500132,201565,2200,Gasol,2,2016,2015-16
0021500132,2200,203926,McDermott,2,2016,2015-16
0021500132,202703,2200,Gasol,2,2016,2015-16
0021500132,202703,203926,McDermott,2,2016,2015-16
0021500132,2200,202710,Butler III,2,2016,2015-16
0021500132,201149,202710,Butler III,2,2016,2015-16
0021500132,202710,2550,Hinrich,2,2016,2015-16
0021500132,201149,202734,Moore,3,2016,2015-16
0021500132,201565,201959,Gibson,2,2016,2015-16
0021500132,201565,203926,McDermott,3,2016,2015-16
0021500132,201565,201959,Gibson,2,2016,2015-16
0021500132,202710,202734,Moore,2,2016,2015-16
0021500132,202703,202734,Moore,2,2016,2015-16
0021500132,2200,2550,Hinrich,3,2016,2015-16
0021500132,2550,2200,Gasol,2,2016,2015-16
0021500132,201565,2200,Gasol,2,2016,2015-16
0021500132,201565,2200,Gasol,2,2016,2015-16
0021500132,201166,201959,Gibson,2,2016,2015-16
0021500132,201149,202710,Butler III,2,2016,2015-16
0021500132,201959,202734,Moore,2,2016,2015-16
0021500132,201149,202734,Moore,2,2016,2015-16
0021500132,201565,201959,Gibson,2,2016,2015-16
0021500132,201149,203503,Snell,3,2016,2015-16
0021500132,201149,201959,Gibson,2,2016,2015-16
0021500132,202710,201959,Gibson,2,2016,2015-16
0021500132,201565,2200,Gasol,2,2016,2015-16
0021500153,201565,203503,Snell,3,2016,2015-16
0021500153,2200,201565,Rose,3,2016,2015-16
0021500153,202710,203503,Snell,3,2016,2015-16
0021500153,2550,201959,Gibson,2,2016,2015-16
0021500153,201959,202710,Butler III,2,2016,2015-16
0021500153,201959,203926,McDermott,2,2016,2015-16
0021500153,202710,201149,Noah,2,2016,2015-16
0021500153,201149,203926,McDermott,3,2016,2015-16
0021500153,201149,201959,Gibson,2,2016,2015-16
0021500153,201565,201959,Gibson,2,2016,2015-16
0021500153,201959,201149,Noah,2,2016,2015-16
0021500153,201959,201565,Rose,2,2016,2015-16
0021500153,203503,202710,Butler III,2,2016,2015-16
0021500153,201959,2200,Gasol,2,2016,2015-16
0021500153,201565,2200,Gasol,2,2016,2015-16
0021500153,203503,202710,Butler III,2,2016,2015-16
0021500153,2200,201565,Rose,2,2016,2015-16
0021500153,202710,201565,Rose,2,2016,2015-16
0021500153,201565,202703,Mirotic,3,2016,2015-16
0021500153,202710,2550,Hinrich,2,2016,2015-16
0021500153,2200,202710,Butler III,2,2016,2015-16
0021500153,201565,201149,Noah,2,2016,2015-16
0021500153,201149,203926,McDermott,2,2016,2015-16
