SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22022,1610612741,CHI,Chicago Bulls,0022200007,2022-10-19,CHI @ MIA,W,240,116,41,93,0.441,13,36,0.361,21,28,0.75,12,34,46,23,12,6,14,26,8.0
22022,1610612741,CHI,Chicago Bulls,0022200019,2022-10-21,CHI @ WAS,L,240,100,33,79,0.418,7,27,0.259,27,33,0.818,10,28,38,19,8,3,13,15,-2.0
22022,1610612741,CHI,Chicago Bulls,0022200032,2022-10-22,CHI vs. CLE,L,242,96,34,84,0.405,7,29,0.241,21,25,0.84,10,25,35,19,12,7,10,19,-32.0
22022,1610612741,CHI,Chicago Bulls,0022200047,2022-10-24,CHI vs. BOS,W,240,120,42,87,0.483,10,21,0.476,26,29,0.897,14,46,60,29,4,6,13,18,18.0
22022,1610612741,CHI,Chicago Bulls,0022200061,2022-10-26,CHI vs. IND,W,241,124,43,87,0.494,16,30,0.533,22,24,0.917,9,35,44,34,10,5,17,25,15.0
22022,1610612741,CHI,Chicago Bulls,0022200077,2022-10-28,CHI @ SAS,L,240,124,47,99,0.475,9,27,0.333,21,26,0.808,15,27,42,20,13,3,12,19,-5.0
22022,1610612741,CHI,Chicago Bulls,0022200084,2022-10-29,CHI vs. PHI,L,240,109,36,80,0.45,11,31,0.355,26,29,0.897,9,31,40,22,7,3,18,20,-5.0
22022,1610612741,CHI,Chicago Bulls,0022200103,2022-11-01,CHI @ BKN,W,240,108,39,89,0.438,12,30,0.4,18,21,0.857,11,33,44,20,8,4,9,13,9.0
22022,1610612741,CHI,Chicago Bulls,0022200111,2022-11-02,CHI vs. CHA,W,240,106,38,88,0.432,14,31,0.452,16,18,0.889,11,40,51,28,6,9,19,18,18.0
22022,1610612741,CHI,Chicago Bulls,0022200124,2022-11-04,CHI @ BOS,L,240,119,43,83,0.518,11,28,0.393,22,25,0.88,4,33,37,21,8,5,17,28,-4.0
22022,1610612741,CHI,Chicago Bulls,0022200141,2022-11-06,CHI @ TOR,L,240,104,40,88,0.455,13,36,0.361,11,13,0.846,15,31,46,27,5,10,17,20,-9.0
22022,1610612741,CHI,Chicago Bulls,0022200151,2022-11-07,CHI vs. TOR,W,240,111,42,80,0.525,9,28,0.321,18,22,0.818,9,40,49,30,7,7,21,21,14.0
22022,1610612741,CHI,Chicago Bulls,0022200166,2022-11-09,CHI vs. NOP,L,240,111,44,87,0.506,7,27,0.259,16,18,0.889,6,29,35,23,5,8,15,23,-4.0
22022,1610612741,CHI,Chicago Bulls,0022200196,2022-11-13,CHI vs. DEN,L,241,103,40,81,0.494,6,22,0.273,17,21,0.81,8,28,36,24,9,4,18,19,-23.0
22022,1610612741,CHI,Chicago Bulls,0022200217,2022-11-16,CHI @ NOP,L,240,110,44,89,0.494,11,32,0.344,11,17,0.647,7,30,37,25,2,1,12,18,-14.0
22022,1610612741,CHI,Chicago Bulls,0022200227,2022-11-18,CHI vs. ORL,L,240,107,41,89,0.461,5,21,0.238,20,25,0.8,13,33,46,27,6,6,11,19,-1.0
