PLAYER_ID,PLAYER_NAME,GAME_ID,MIN,AST,season_end_year
202703,Nikola Mirotic,0021501222,39.0,4,2016
203200,Justin Holiday,0021501222,37.18333333333333,5,2016
202710,Jimmy Butler III,0021501222,25.65,10,2016
1626171,Bobby Portis Jr.,0021501222,28.366666666666667,1,2016
203503,Tony Snell,0021501222,43.5,0,2016
1626245,Cristiano Felicio,0021501222,28.633333333333333,4,2016
203926,Doug McDermott,0021501222,34.483333333333334,3,2016
201166,Aaron Brooks,0021501222,3.183333333333333,0,2016
202710,Jimmy Butler III,0021501208,29.016666666666666,11,2016
202703,Nikola Mirotic,0021501208,37.15,3,2016
1626171,Bobby Portis Jr.,0021501208,28.5,2,2016
203200,Justin Holiday,0021501208,26.366666666666667,3,2016
1626245,Cristiano Felicio,0021501208,27.483333333333334,0,2016
2399,Mike Dunleavy,0021501208,21.316666666666666,1,2016
203926,Doug McDermott,0021501208,24.116666666666667,4,2016
203503,Tony Snell,0021501208,25.933333333333334,3,2016
201166,Aaron Brooks,0021501208,20.116666666666667,2,2016
202710,Jimmy Butler III,0021501191,38.545,6,2016
2200,Pau Gasol,0021501191,24.628333333333334,1,2016
1626245,Cristiano Felicio,0021501191,23.475,1,2016
202703,Nikola Mirotic,0021501191,17.295,0,2016
203200,Justin Holiday,0021501191,22.418333333333333,4,2016
201166,Aaron Brooks,0021501191,15.916666666666666,3,2016
1626171,Bobby Portis Jr.,0021501191,28.77,0,2016
201565,Derrick Rose,0021501191,32.083333333333336,3,2016
2399,Mike Dunleavy,0021501191,25.996666666666666,1,2016
203926,Doug McDermott,0021501191,10.871666666666666,0,2016
2200,Pau Gasol,0021501174,33.155,2,2016
202710,Jimmy Butler III,0021501174,40.06666666666667,6,2016
201565,Derrick Rose,0021501174,35.7,3,2016
203200,Justin Holiday,0021501174,30.4,3,2016
1626171,Bobby Portis Jr.,0021501174,19.9,2,2016
1626245,Cristiano Felicio,0021501174,14.433333333333334,1,2016
202703,Nikola Mirotic,0021501174,26.75,1,2016
203926,Doug McDermott,0021501174,20.72833333333333,0,2016
2399,Mike Dunleavy,0021501174,18.866666666666667,0,2016
202703,Nikola Mirotic,0021501158,29.02,3,2016
2200,Pau Gasol,0021501158,35.085,2,2016
201565,Derrick Rose,0021501158,35.211666666666666,8,2016
1626171,Bobby Portis Jr.,0021501158,18.98,1,2016
203200,Justin Holiday,0021501158,16.716666666666665,1,2016
2399,Mike Dunleavy,0021501158,18.916666666666668,0,2016
202710,Jimmy Butler III,0021501158,35.388333333333335,2,2016
203926,Doug McDermott,0021501158,24.366666666666667,1,2016
1626245,Cristiano Felicio,0021501158,13.865,0,2016
201166,Aaron Brooks,0021501158,12.45,4,2016
202710,Jimmy Butler III,0021501150,38.06,8,2016
2200,Pau Gasol,0021501150,33.86,8,2016
202703,Nikola Mirotic,0021501150,35.1,3,2016
203200,Justin Holiday,0021501150,24.816666666666666,4,2016
202734,E'Twaun Moore,0021501150,26.916666666666668,3,2016
2399,Mike Dunleavy,0021501150,18.183333333333334,0,2016
1626245,Cristiano Felicio,0021501150,14.14,1,2016
201166,Aaron Brooks,0021501150,19.166666666666668,2,2016
203926,Doug McDermott,0021501150,16.856666666666666,0,2016
1626171,Bobby Portis Jr.,0021501150,12.9,1,2016
202710,Jimmy Butler III,0021501139,39.13333333333333,12,2016
2200,Pau Gasol,0021501139,33.70333333333333,3,2016
202734,E'Twaun Moore,0021501139,32.065,1,2016
201166,Aaron Brooks,0021501139,15.816666666666666,1,2016
1626245,Cristiano Felicio,0021501139,14.183333333333334,1,2016
203200,Justin Holiday,0021501139,24.75,1,2016
202703,Nikola Mirotic,0021501139,23.588333333333335,0,2016
1626171,Bobby Portis Jr.,0021501139,13.383333333333333,0,2016
2399,Mike Dunleavy,0021501139,27.86,2,2016
203926,Doug McDermott,0021501139,15.516666666666667,0,2016
202710,Jimmy Butler III,0021501124,39.016666666666666,6,2016
202703,Nikola Mirotic,0021501124,37.93333333333333,3,2016
2200,Pau Gasol,0021501124,31.595,3,2016
203926,Doug McDermott,0021501124,37.165,3,2016
202734,E'Twaun Moore,0021501124,22.161666666666665,4,2016
203200,Justin Holiday,0021501124,10.055,1,2016
