SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22016,1610612741,CHI,Chicago Bulls,0021600015,2016-10-27,CHI vs. BOS,W,240,105,36,92,0.391,11,25,0.44,22,30,0.733,18,37,55,25,5,1,12,21,6.0
22016,1610612741,CHI,Chicago Bulls,0021600030,2016-10-29,CHI vs. IND,W,241,118,45,86,0.523,9,21,0.429,19,21,0.905,13,34,47,34,8,6,12,14,17.0
22016,1610612741,CHI,Chicago Bulls,0021600043,2016-10-31,CHI @ BKN,W,239,118,45,89,0.506,11,27,0.407,17,18,0.944,13,45,58,26,9,9,19,22,30.0
22016,1610612741,CHI,Chicago Bulls,0021600061,2016-11-02,CHI @ BOS,L,240,100,35,81,0.432,7,20,0.35,23,31,0.742,15,34,49,21,7,7,19,19,-7.0
22016,1610612741,CHI,Chicago Bulls,0021600073,2016-11-04,CHI vs. NYK,L,239,104,37,84,0.44,8,23,0.348,22,27,0.815,15,27,42,15,4,4,12,16,-13.0
22016,1610612741,CHI,Chicago Bulls,0021600083,2016-11-05,CHI @ IND,L,242,94,34,79,0.43,6,18,0.333,20,25,0.8,13,27,40,17,8,5,16,13,-17.0
22016,1610612741,CHI,Chicago Bulls,0021600096,2016-11-07,CHI vs. ORL,W,240,112,42,89,0.472,3,19,0.158,25,31,0.806,15,41,56,26,7,4,8,11,32.0
22016,1610612741,CHI,Chicago Bulls,0021600111,2016-11-09,CHI @ ATL,L,240,107,41,91,0.451,9,27,0.333,16,21,0.762,8,23,31,24,14,3,13,21,-8.0
22016,1610612741,CHI,Chicago Bulls,0021600118,2016-11-10,CHI @ MIA,W,241,98,37,89,0.416,6,16,0.375,18,20,0.9,12,36,48,18,7,2,10,12,3.0
22016,1610612741,CHI,Chicago Bulls,0021600133,2016-11-12,CHI vs. WAS,W,240,106,39,97,0.402,5,15,0.333,23,25,0.92,15,37,52,21,7,6,10,20,11.0
22016,1610612741,CHI,Chicago Bulls,0021600156,2016-11-15,CHI @ POR,W,239,113,41,98,0.418,7,20,0.35,24,28,0.857,19,48,67,16,7,4,10,19,25.0
22016,1610612741,CHI,Chicago Bulls,0021600173,2016-11-17,CHI @ UTA,W,240,85,33,90,0.367,5,17,0.294,14,16,0.875,14,32,46,8,7,6,8,16,8.0
22016,1610612741,CHI,Chicago Bulls,0021600192,2016-11-19,CHI @ LAC,L,240,95,33,77,0.429,9,30,0.3,20,24,0.833,15,26,41,17,7,4,12,20,-7.0
