SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22003,1610612741,CHI,Chicago Bulls,0020300010,2003-10-29,CHI vs. WAS,L,240,74,26,82,0.317,3,13,0.231,19,31,0.613,18,29,47,16,9,8,18,23,-25.0
22003,1610612741,CHI,Chicago Bulls,0020300024,2003-10-31,CHI vs. ATL,W,240,100,36,90,0.4,6,12,0.5,22,29,0.759,16,37,53,27,10,12,13,21,6.0
22003,1610612741,CHI,Chicago Bulls,0020300032,2003-11-01,CHI @ MIL,L,240,68,23,82,0.28,4,16,0.25,18,24,0.75,15,30,45,14,6,10,18,22,-30.0
22003,1610612741,CHI,Chicago Bulls,0020300044,2003-11-03,CHI vs. HOU,L,240,66,21,79,0.266,6,14,0.429,18,25,0.72,13,29,42,15,6,5,18,21,-32.0
22003,1610612741,CHI,Chicago Bulls,0020300054,2003-11-05,CHI @ ORL,W,240,106,39,72,0.542,5,11,0.455,23,25,0.92,7,26,33,21,8,7,13,20,6.0
22003,1610612741,CHI,Chicago Bulls,0020300072,2003-11-07,CHI vs. PHI,L,241,85,35,82,0.427,4,10,0.4,11,22,0.5,13,27,40,24,6,8,14,25,-21.0
22003,1610612741,CHI,Chicago Bulls,0020300079,2003-11-08,CHI @ NOH,W,240,109,41,69,0.594,7,13,0.538,20,24,0.833,6,26,32,25,9,9,25,23,3.0
22003,1610612741,CHI,Chicago Bulls,0020300092,2003-11-10,CHI vs. DEN,L,240,97,41,81,0.506,3,11,0.273,12,16,0.75,12,30,42,28,10,5,24,27,-8.0
22003,1610612741,CHI,Chicago Bulls,0020300103,2003-11-12,CHI @ BOS,W,240,89,28,65,0.431,9,18,0.5,24,35,0.686,10,37,47,14,6,3,19,27,7.0
22003,1610612741,CHI,Chicago Bulls,0020300113,2003-11-13,CHI vs. MIN,L,265,89,31,74,0.419,8,15,0.533,19,28,0.679,8,33,41,24,10,1,21,30,-3.0
22003,1610612741,CHI,Chicago Bulls,0020300132,2003-11-15,CHI vs. SEA,L,240,90,35,74,0.473,5,13,0.385,15,19,0.789,9,31,40,20,8,4,18,18,-8.0
22003,1610612741,CHI,Chicago Bulls,0020300150,2003-11-18,CHI @ PHX,L,240,82,33,81,0.407,2,15,0.133,14,18,0.778,12,33,45,17,6,3,19,23,-13.0
22003,1610612741,CHI,Chicago Bulls,0020300172,2003-11-21,CHI @ LAL,L,239,94,40,93,0.43,5,12,0.417,9,15,0.6,14,31,45,22,6,2,13,30,-7.0
22003,1610612741,CHI,Chicago Bulls,0020300185,2003-11-23,CHI @ SAC,L,240,99,42,81,0.519,5,15,0.333,10,16,0.625,5,29,34,23,10,4,14,18,-11.0
22003,1610612741,CHI,Chicago Bulls,0020300195,2003-11-25,CHI @ DAL,L,239,98,43,88,0.489,4,15,0.267,8,13,0.615,9,30,39,27,4,5,15,30,-26.0
22003,1610612741,CHI,Chicago Bulls,0020300205,2003-11-26,CHI @ SAS,L,239,98,41,76,0.539,6,11,0.545,10,13,0.769,5,27,32,22,5,4,15,19,-11.0
22003,1610612741,CHI,Chicago Bulls,0020300237,2003-12-01,CHI vs. MIL,W,240,97,36,85,0.424,4,11,0.364,21,25,0.84,14,40,54,25,11,6,15,28,10.0
22003,1610612741,CHI,Chicago Bulls,0020300257,2003-12-04,CHI @ PHI,L,239,82,28,83,0.337,6,17,0.353,20,26,0.769,17,30,47,19,5,6,13,19,-1.0
22003,1610612741,CHI,Chicago Bulls,0020300274,2003-12-06,CHI vs. NOH,L,240,91,34,83,0.41,3,15,0.2,20,23,0.87,17,30,47,20,6,5,18,25,-6.0
