SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22013,1610612741,CHI,Chicago Bulls,0021300002,2013-10-29,CHI @ MIA,L,238,95,35,83,0.422,7,26,0.269,18,23,0.783,11,30,41,23,11,4,18,27,-12.0
22013,1610612741,CHI,Chicago Bulls,0021300018,2013-10-31,CHI vs. NYK,W,240,82,31,76,0.408,3,16,0.188,17,19,0.895,13,35,48,20,5,3,18,16,1.0
22013,1610612741,CHI,Chicago Bulls,0021300034,2013-11-02,CHI @ PHI,L,240,104,42,93,0.452,3,14,0.214,17,19,0.895,17,34,51,28,8,5,18,14,-3.0
22013,1610612741,CHI,Chicago Bulls,0021300061,2013-11-06,CHI @ IND,L,239,80,26,73,0.356,5,15,0.333,23,27,0.852,11,29,40,15,4,5,17,20,-17.0
22013,1610612741,CHI,Chicago Bulls,0021300079,2013-11-08,CHI vs. UTA,W,240,97,38,72,0.528,3,8,0.375,18,25,0.72,11,37,48,26,12,6,20,24,24.0
22013,1610612741,CHI,Chicago Bulls,0021300102,2013-11-11,CHI vs. CLE,W,241,96,34,83,0.41,4,16,0.25,24,26,0.923,14,27,41,24,9,7,11,21,15.0
22013,1610612741,CHI,Chicago Bulls,0021300126,2013-11-15,CHI @ TOR,W,239,96,36,80,0.45,7,16,0.438,17,19,0.895,11,37,48,21,6,5,15,21,16.0
22013,1610612741,CHI,Chicago Bulls,0021300140,2013-11-16,CHI vs. IND,W,240,110,40,79,0.506,11,19,0.579,19,24,0.792,9,33,42,25,6,6,13,24,16.0
22013,1610612741,CHI,Chicago Bulls,0021300151,2013-11-18,CHI vs. CHA,W,241,86,27,75,0.36,6,12,0.5,26,31,0.839,9,45,54,17,3,8,16,18,5.0
22013,1610612741,CHI,Chicago Bulls,0021300175,2013-11-21,CHI @ DEN,L,239,87,38,98,0.388,3,10,0.3,8,14,0.571,22,36,58,22,4,3,17,18,-10.0
22013,1610612741,CHI,Chicago Bulls,0021300185,2013-11-22,CHI @ POR,L,241,95,32,83,0.386,5,14,0.357,26,29,0.897,17,35,52,11,8,1,14,17,-3.0
22013,1610612741,CHI,Chicago Bulls,0021300198,2013-11-24,CHI @ LAC,L,238,82,32,81,0.395,4,12,0.333,14,23,0.609,11,28,39,24,2,1,14,18,-39.0
22013,1610612741,CHI,Chicago Bulls,0021300209,2013-11-25,CHI @ UTA,L,266,83,31,79,0.392,1,13,0.077,20,28,0.714,14,35,49,11,4,2,18,26,-6.0
22013,1610612741,CHI,Chicago Bulls,0021300220,2013-11-27,CHI @ DET,W,241,99,42,79,0.532,6,17,0.353,9,12,0.75,8,32,40,24,9,1,16,15,20.0
22013,1610612741,CHI,Chicago Bulls,0021300242,2013-11-30,CHI @ CLE,L,240,93,39,82,0.476,6,15,0.4,9,15,0.6,9,27,36,31,5,4,9,22,-4.0
