game_id,assister_id,scorer_id,scorer_name,shot_value,season_end_year,season
0021100003,201565,201149,Noah,2,2012,2011-12
0021100003,2430,201149,Noah,2,2012,2011-12
0021100003,201149,2736,Deng,2,2012,2011-12
0021100003,2736,200758,Brewer,2,2012,2011-12
0021100003,201228,2736,Deng,2,2012,2011-12
0021100003,200758,201959,Gibson,2,2012,2011-12
0021100003,200758,201600,Asik,2,2012,2011-12
0021100003,201959,201228,Watson,3,2012,2011-12
0021100003,201228,1888,Hamilton,2,2012,2011-12
0021100003,2736,2430,Boozer,2,2012,2011-12
0021100003,2430,1888,Hamilton,2,2012,2011-12
0021100003,1888,2430,Boozer,2,2012,2011-12
0021100003,1888,201565,Rose,3,2012,2011-12
0021100003,201565,2430,Boozer,2,2012,2011-12
0021100003,201565,2736,Deng,3,2012,2011-12
0021100003,201565,2736,Deng,2,2012,2011-12
0021100003,1888,201565,Rose,3,2012,2011-12
0021100003,2736,201565,Rose,2,2012,2011-12
0021100003,201149,1888,Hamilton,2,2012,2011-12
0021100003,201959,2736,Deng,2,2012,2011-12
0021100003,201565,2430,Boozer,2,2012,2011-12
0021100017,201565,1888,Hamilton,2,2012,2011-12
0021100017,1888,2430,Boozer,2,2012,2011-12
0021100017,201565,2736,Deng,2,2012,2011-12
0021100017,1888,2594,Korver,3,2012,2011-12
0021100017,1888,2430,Boozer,2,2012,2011-12
0021100017,1888,201565,Rose,2,2012,2011-12
0021100017,201565,1888,Hamilton,2,2012,2011-12
0021100017,201565,1888,Hamilton,2,2012,2011-12
0021100017,201565,2736,Deng,2,2012,2011-12
0021100017,2430,2736,Deng,2,2012,2011-12
0021100017,200758,201959,Gibson,2,2012,2011-12
0021100017,201565,201228,Watson,3,2012,2011-12
0021100017,2736,201228,Watson,3,2012,2011-12
0021100017,201565,2736,Deng,3,2012,2011-12
0021100017,201228,2594,Korver,3,2012,2011-12
0021100017,201565,2594,Korver,3,2012,2011-12
0021100036,201565,2736,Deng,2,2012,2011-12
0021100036,1888,2736,Deng,2,2012,2011-12
0021100036,201149,2736,Deng,2,2012,2011-12
0021100036,201565,1888,Hamilton,2,2012,2011-12
0021100036,2736,200758,Brewer,3,2012,2011-12
0021100036,2736,201959,Gibson,2,2012,2011-12
0021100036,201228,2736,Deng,2,2012,2011-12
0021100036,201228,201600,Asik,2,2012,2011-12
0021100036,201228,200758,Brewer,2,2012,2011-12
0021100036,2594,200758,Brewer,2,2012,2011-12
0021100036,201228,2594,Korver,3,2012,2011-12
0021100036,201228,2594,Korver,3,2012,2011-12
0021100036,201228,1888,Hamilton,2,2012,2011-12
0021100036,201565,1888,Hamilton,3,2012,2011-12
0021100036,201565,2430,Boozer,2,2012,2011-12
0021100036,201565,201149,Noah,2,2012,2011-12
0021100036,201565,1888,Hamilton,2,2012,2011-12
0021100036,2736,1888,Hamilton,2,2012,2011-12
0021100036,201228,2430,Boozer,2,2012,2011-12
0021100036,201228,2430,Boozer,2,2012,2011-12
0021100036,2736,201959,Gibson,2,2012,2011-12
0021100036,201565,200758,Brewer,3,2012,2011-12
0021100036,201565,200758,Brewer,2,2012,2011-12
0021100036,201149,201959,Gibson,2,2012,2011-12
0021100036,201228,2430,Boozer,2,2012,2011-12
0021100049,201565,1888,Hamilton,2,2012,2011-12
0021100049,201565,2736,Deng,2,2012,2011-12
0021100049,2430,1888,Hamilton,2,2012,2011-12
0021100049,201565,201149,Noah,2,2012,2011-12
0021100049,201565,2430,Boozer,2,2012,2011-12
0021100049,201565,1888,Hamilton,2,2012,2011-12
0021100049,201565,201149,Noah,2,2012,2011-12
0021100049,201959,200758,Brewer,2,2012,2011-12
0021100049,2736,201600,Asik,2,2012,2011-12
0021100049,201600,201959,Gibson,2,2012,2011-12
0021100049,201228,1888,Hamilton,2,2012,2011-12
0021100049,201565,2594,Korver,3,2012,2011-12
0021100049,201565,2430,Boozer,2,2012,2011-12
0021100049,201565,2736,Deng,2,2012,2011-12
0021100049,2736,1888,Hamilton,2,2012,2011-12
0021100049,201565,2430,Boozer,2,2012,2011-12
0021100049,1888,201149,Noah,2,2012,2011-12
0021100049,201149,201565,Rose,2,2012,2011-12
0021100049,201149,2736,Deng,2,2012,2011-12
0021100049,201149,2736,Deng,2,2012,2011-12
0021100049,201565,1888,Hamilton,2,2012,2011-12
0021100049,201565,2736,Deng,2,2012,2011-12
0021100049,201600,201959,Gibson,2,2012,2011-12
0021100049,201565,200758,Brewer,3,2012,2011-12
0021100049,201565,2736,Deng,3,2012,2011-12
0021100049,201565,2594,Korver,3,2012,2011-12
0021100049,1888,2736,Deng,2,2012,2011-12
0021100049,201565,201149,Noah,2,2012,2011-12
