PLAYER_ID,PLAYER_NAME,GP,MIN,STL,BLK
2062,A.J. Guyton,45,603.93,10,7
243,Aaron McKie,48,1469.0133333333333,56,14
1425,Aaron Williams,82,1549.9183333333333,29,76
1502,Adonal Foyle,79,1485.29,36,168
1559,Adrian Griffin,58,1386.62,75,12
1733,Al Harrington,44,1309.385,41,21
673,Alan Henderson,26,422.865,11,15
275,Allan Houston,77,2915.17,54,10
947,Allen Iverson,60,2624.165,168,13
297,Alonzo Mourning,75,2453.2233333333334,27,186
2228,Alton Ford,53,449.705,6,7
2264,Alvin Jones,23,124.57333333333334,3,9
1541,Alvin Williams,82,2932.87,135,26
1043,Amal McCaskill,27,153.22166666666666,6,10
1889,Andre Miller,81,3019.3316666666665,126,34
1905,Andrei Kirilenko,82,2153.6133333333332,116,159
692,Andrew DeClercq,61,634.5433333333333,23,23
358,Anfernee Hardaway,80,2464.8733333333334,122,32
1738,Ansu Sesay,9,141.07666666666665,3,2
1712,Antawn Jamison,82,3033.31,70,45
1853,Anthony Carter,46,1050.4883333333332,50,3
1533,Anthony Johnson,34,366.0683333333333,31,1
193,Anthony Mason,82,3139.7433333333333,57,22
324,Anthony Peeler,82,2060.391666666667,61,11
952,Antoine Walker,81,3406.435,122,38
1498,Antonio Daniels,82,2169.815,48,12
213,Antonio Davis,77,2976.945,54,83
176,Antonio Harvey,5,47.58833333333333,1,3
686,Antonio McDyess,10,235.06833333333333,10,8
2238,Antonis Fotsis,28,317.35,9,11
1609,Art Long,63,988.665,22,28
1506,Austin Croshere,76,1282.7233333333334,26,29
422,Avery Johnson,68,1353.5183333333334,40,9
1884,Baron Davis,82,3319.765,172,47
1112,Ben Wallace,80,2918.931666666667,138,278
902,Bimbo Coles,47,693.685,13,4
448,Bo Outlaw,83,1928.595,70,92
682,Bob Sura,78,1783.7466666666667,88,17
1517,Bobby Jackson,81,1752.7916666666667,73,11
2250,Bobby Simmons,30,339.69666666666666,13,5
1719,Bonzi Wells,74,2350.475,113,25
1802,Brad Miller,76,2264.075,76,41
2220,Brandon Armstrong,35,194.78833333333333,7,1
2217,Brendan Haywood,62,1266.54,21,91
699,Brent Barry,81,3038.235,147,37
85,Brent Price,20,88.695,3,1
1510,Brevin Knight,53,1149.3166666666666,79,7
2073,Brian Cardinal,8,42.583333333333336,1,0
258,Brian Grant,72,2256.3783333333336,48,31
2243,Brian Scalabrine,28,291.41333333333336,9,2
216,Brian Shaw,58,628.1316666666667,25,3
1730,Brian Skinner,65,1107.8783333333333,24,61
1477,Bruce Bowen,59,1699.02,62,25
1743,Bruno Sundov,22,84.96833333333333,3,3
179,Bryant Stith,50,663.2216666666667,29,6
1724,Bryce Drew,61,771.6733333333333,32,2
935,Bryon Russell,66,1998.4616666666666,64,19
1898,Cal Bowdler,52,584.645,18,15
384,Calbert Cheaney,68,1637.3733333333332,34,21
1916,Calvin Booth,15,278.02,6,13
2306,Carlos Arroyo,37,369.93833333333333,11,1
435,Carlos Rogers,22,168.79,5,6
1538,Cedric Henderson,12,69.46666666666667,6,2
891,Charles Oakley,57,1384.435,49,11
1520,Charles Smith,60,1143.4166666666667,52,44
2294,Charlie Bell,7,41.99166666666667,0,0
369,Charlie Ward,63,1057.48,68,14
1497,Chauncey Billups,82,2355.935,66,17
685,Cherokee Parks,42,232.71333333333334,7,8
2365,Chris Andersen,24,260.65833333333336,7,28
164,Chris Childs,69,1578.8783333333333,56,5
1544,Chris Crawford,7,131.05,2,5
201,Chris Dudley,43,326.93666666666667,3,14
423,Chris Gatling,54,810.1066666666667,17,11
2036,Chris Mihm,74,1657.5816666666667,18,89
168,Chris Mills,66,1235.5033333333333,31,13
185,Chris Webber,54,2072.32,90,76
43,Chris Whitney,82,2171.1316666666667,72,6
363,Christian Laettner,57,1443.9883333333332,60,25
1088,Chucky Atkins,79,2280.545,72,11
359,Chucky Brown,18,91.98,2,4
221,Clar. Weatherspoon,56,1725.8983333333333,37,48
361,Clifford Robinson,80,2854.6716666666666,89,95
1894,Corey Maggette,63,1616.74,41,19
916,Corie Blount,72,1429.545,49,26
722,Corliss Williamson,78,1707.23,49,26
2042,Courtney Alexander,56,1323.14,35,7
1749,Cuttino Mobley,74,3115.8016666666667,109,37
905,Dale Davis,78,2446.366666666667,62,83
2053,Dalibor Bagaric,50,634.8816666666667,17,24
