season_end_year,season,player_id,player,age,games,steals,blocks,stocks,steals_per_game,blocks_per_game,stocks_per_game,team_games,team_steals,team_blocks,player_source_url,team_source_url
2020,2019–20,1629690,Adam Mokoka,21.0,11,4,0,4,0.36363636363636365,0.0,0.36363636363636365,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1628990,Chandler Hutchison,24.0,28,27,7,34,0.9642857142857143,0.25,1.2142857142857142,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1629632,Coby White,20.0,65,49,6,55,0.7538461538461538,0.09230769230769231,0.8461538461538461,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1626245,Cristiano Felicio,27.0,22,10,2,12,0.45454545454545453,0.09090909090909091,0.5454545454545454,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1629655,Daniel Gafford,21.0,43,13,56,69,0.3023255813953488,1.302325581395349,1.6046511627906976,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1627756,Denzel Valentine,26.0,36,26,6,32,0.7222222222222222,0.16666666666666666,0.8888888888888888,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1627739,Kris Dunn,26.0,51,101,17,118,1.9803921568627452,0.3333333333333333,2.3137254901960786,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1628374,Lauri Markkanen,23.0,50,42,23,65,0.84,0.46,1.3,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1628436,Luke Kornet,24.0,36,11,26,37,0.3055555555555556,0.7222222222222222,1.0277777777777777,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1629622,Max Strus,24.0,2,0,0,0,0.0,0.0,0.0,65,652,265,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
