season_end_year,season,player_id,player,age,games,steals,blocks,stocks,steals_per_game,blocks_per_game,stocks_per_game,team_games,team_steals,team_blocks,player_source_url,team_source_url
2015,2014–15,201166,Aaron Brooks,30.0,82,54,15,69,0.6585365853658537,0.18292682926829268,0.8414634146341463,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,203946,Cameron Bairstow,24.0,18,2,1,3,0.1111111111111111,0.05555555555555555,0.16666666666666666,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,201565,Derrick Rose,26.0,51,36,16,52,0.7058823529411765,0.3137254901960784,1.0196078431372548,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,203926,Doug McDermott,23.0,36,4,1,5,0.1111111111111111,0.027777777777777776,0.1388888888888889,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,202734,E'Twaun Moore,26.0,56,20,6,26,0.35714285714285715,0.10714285714285714,0.4642857142857143,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,202710,Jimmy Butler III,25.0,65,114,36,150,1.7538461538461538,0.5538461538461539,2.3076923076923075,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,201149,Joakim Noah,30.0,67,48,74,122,0.7164179104477612,1.1044776119402986,1.8208955223880596,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,2550,Kirk Hinrich,34.0,66,46,14,60,0.696969696969697,0.21212121212121213,0.9090909090909091,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,2399,Mike Dunleavy,34.0,63,39,21,60,0.6190476190476191,0.3333333333333333,0.9523809523809523,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,1737,Nazr Mohammed,37.0,23,4,5,9,0.17391304347826086,0.21739130434782608,0.391304347826087,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,202703,Nikola Mirotic,24.0,82,54,54,108,0.6585365853658537,0.6585365853658537,1.3170731707317074,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,2200,Pau Gasol,34.0,78,25,147,172,0.32051282051282054,1.8846153846153846,2.2051282051282053,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,201959,Taj Gibson,30.0,62,36,75,111,0.5806451612903226,1.2096774193548387,1.7903225806451613,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,203503,Tony Snell,23.0,72,32,11,43,0.4444444444444444,0.1527777777777778,0.5972222222222222,82,514,476,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
