season_end_year,season,player_id,player,age,games,steals,blocks,stocks,steals_per_game,blocks_per_game,stocks_per_game,team_games,team_steals,team_blocks,player_source_url,team_source_url
2026,2025–26,1629014,Anfernee Simons,27.0,6,0,2,2,0.0,0.3333333333333333,0.3333333333333333,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
2026,2025–26,1630245,Ayo Dosunmu,26.0,45,34,12,46,0.7555555555555555,0.26666666666666666,1.0222222222222221,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
2026,2025–26,1629632,Coby White,26.0,29,20,2,22,0.6896551724137931,0.06896551724137931,0.7586206896551724,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
2026,2025–26,1629012,Collin Sexton,27.0,26,40,3,43,1.5384615384615385,0.11538461538461539,1.6538461538461537,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
2026,2025–26,1631207,Dalen Terry,23.0,34,22,11,33,0.6470588235294118,0.3235294117647059,0.9705882352941176,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
2026,2025–26,1641801,Emanuel Miller,26.0,5,2,0,2,0.4,0.0,0.4,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
2026,2025–26,1627824,Guerschon Yabusele,30.0,26,20,11,31,0.7692307692307693,0.4230769230769231,1.1923076923076923,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
2026,2025–26,1630171,Isaac Okoro,25.0,63,46,29,75,0.7301587301587301,0.4603174603174603,1.1904761904761905,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
2026,2025–26,1631093,Jaden Ivey,24.0,4,8,2,10,2.0,0.5,2.5,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
2026,2025–26,1630188,Jalen Smith,26.0,53,24,42,66,0.4528301886792453,0.7924528301886793,1.2452830188679245,82,627,410,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2025-26&SeasonType=Regular%20Season&TeamID=1610612741
