PLAYER_ID,PLAYER_NAME,GP,MIN,STL,BLK
201985,AJ Price,50,795.1466666666666,29,1
201166,Aaron Brooks,59,1284.1316666666667,34,3
201189,Aaron Gray,41,530.825,11,12
201151,Acie Law,51,725.8783333333333,32,0
1733,Al Harrington,73,1664.5483333333334,39,10
201143,Al Horford,77,2703.7066666666665,59,80
2744,Al Jefferson,82,2940.4133333333334,46,153
201154,Al Thornton,71,1383.5916666666667,35,12
202329,Al-Farouq Aminu,81,1451.835,59,25
201582,Alexis Ajinca,34,339.84,11,19
202087,Alonzo Gee,56,1117.3883333333333,40,18
2405,Amar'e Stoudemire,78,2870.0116666666668,71,150
101161,Amir Johnson,72,1852.6516666666666,53,88
2760,Anderson Varejao,31,993.895,27,38
101154,Andray Blatche,64,2171.931666666667,98,51
2738,Andre Iguodala,67,2468.6883333333335,101,38
1889,Andre Miller,81,2649.72,114,12
200745,Andrea Bargnani,66,2353.048333333333,34,46
1905,Andrei Kirilenko,64,1998.9833333333333,81,74
2804,Andres Nocioni,54,930.8183333333334,14,15
101106,Andrew Bogut,65,2297.3733333333334,47,168
101115,Andrew Bynum,54,1500.005,19,106
2740,Andris Biedrins,59,1397.09,52,52
202360,Andy Rautins,5,24.1,1,0
1712,Antawn Jamison,56,1842.1966666666667,50,30
1853,Anthony Carter,33,463.2966666666667,27,6
201627,Anthony Morrow,58,1856.4266666666667,19,7
1515,Anthony Parker,72,2091.18,67,10
201576,Anthony Randolph,40,589.6416666666667,22,24
201229,Anthony Tolliver,65,1362.415,28,28
101120,Antoine Wright,7,31.36,1,0
1498,Antonio Daniels,4,35.29666666666667,0,0
686,Antonio McDyess,73,1386.4616666666666,36,39
202356,Armon Johnson,38,277.43666666666667,5,1
201167,Arron Afflalo,69,2324.2933333333335,34,31
201948,Austin Daye,72,1446.115,39,39
202340,Avery Bradley,31,162.49,9,0
1884,Baron Davis,58,1649.2883333333334,78,28
2732,Ben Gordon,82,2130.86,48,16
202386,Ben Uzoh,42,437.5783333333333,13,8
1112,Ben Wallace,54,1238.1833333333334,54,54
2757,Beno Udrih,79,2733.5133333333333,94,9
201933,Blake Griffin,82,3111.4733333333334,63,45
2250,Bobby Simmons,2,15.518333333333333,0,0
2564,Boris Diaw,82,2778.275,74,46
1802,Brad Miller,60,1015.4266666666666,28,21
201148,Brandan Wright,37,378.67333333333335,11,17
101138,Brandon Bass,76,1980.195,27,52
201943,Brandon Jennings,63,2168.64,95,21
200750,Brandon Roy,47,1309.71,37,12
201575,Brandon Rush,67,1753.8816666666667,41,35
2217,Brendan Haywood,72,1331.365,16,74
2073,Brian Cardinal,56,617.975,24,7
2567,Brian Cook,40,447.22833333333335,12,11
2243,Brian Scalabrine,18,87.97833333333334,3,4
1730,Brian Skinner,2,5.883333333333334,0,0
201572,Brook Lopez,82,2888.755,47,120
201957,Byron Mullens,13,85.09333333333333,2,3
201228,C.J. Watson,82,1090.7333333333333,55,11
101139,CJ Miles,78,1968.6183333333333,74,38
201171,Carl Landry,76,2007.895,40,32
2306,Carlos Arroyo,64,1184.755,21,1
2430,Carlos Boozer,59,1881.7616666666668,45,18
2568,Carlos Delfino,49,1590.4633333333334,76,8
2546,Carmelo Anthony,77,2751.25,68,46
2406,Caron Butler,29,867.1683333333333,28,8
201858,Cartier Martin,52,542.1883333333334,18,6
101112,Channing Frye,77,2541.1266666666666,46,79
2294,Charlie Bell,19,170.925,6,1
101111,Charlie Villanueva,76,1665.6583333333333,42,42
201978,Chase Budinger,78,1737.5233333333333,41,18
1497,Chauncey Billups,72,2310.1433333333334,71,14
2365,Chris Andersen,45,732.32,23,58
2547,Chris Bosh,77,2794.7633333333333,59,49
201604,Chris Douglas-Roberts,44,884.07,29,13
2768,Chris Duhon,51,774.0233333333333,16,2
202419,Chris Johnson,14,138.88333333333333,3,9
2549,Chris Kaman,32,837.54,16,48
101108,Chris Paul,80,2879.6433333333334,188,5
200809,Chris Quinn,41,292.055,5,1
2404,Chris Wilcox,57,994.6933333333334,29,17
201963,Christian Eyenga,44,946.885,34,28
101236,Chuck Hayes,74,2079.16,79,49
202332,Cole Aldrich,18,141.47666666666666,5,7
201147,Corey Brewer,69,1510.4233333333334,100,16
1894,Corey Maggette,67,1400.5033333333333,21,5
201584,Courtney Lee,81,1722.6216666666667,58,18
202342,Craig Brackins,3,32.82666666666667,1,0
200783,Craig Smith,48,586.335,16,7
201571,D.J. Augustin,82,2757.095,54,3
2788,DJ Mbenga,41,329.8333333333333,6,27
201591,DJ White,47,684.655,12,20
201969,DaJuan Summers,22,198.76166666666666,3,1
201161,Daequan Cook,43,598.255,14,1
2563,Dahntay Jones,45,588.9533333333334,20,7
2863,Damien Wilkins,52,676.4533333333334,27,9
202345,Damion James,25,402.93833333333333,16,12
2429,Dan Gadzuric,42,462.695,13,29
200789,Daniel Gibson,67,1865.0316666666668,48,21
201568,Danilo Gallinari,62,2104.03,51,27
101122,Danny Granger,79,2762.9983333333334,89,62
201980,Danny Green,8,91.49666666666667,2,1
201967,Dante Cunningham,78,1636.9333333333334,54,43
2443,Darius Songaila,10,70.57166666666667,0,0
2545,Darko Milicic,69,1686.2733333333333,54,140
201616,Darnell Jackson,59,485.8233333333333,12,3
201589,Darrell Arthur,80,1608.4466666666667,52,63
201954,Darren Collison,79,2360.135,87,14
2431,David Andersen,40,372.52166666666665,5,9
101135,David Lee,73,2634.285,74,31
2561,David West,70,2450.5266666666666,67,62
201599,DeAndre Jordan,80,2046.765,41,142
201971,DeJuan Blair,81,1733.5233333333333,95,42
201942,DeMar DeRozan,82,2851.025,85,31
202326,DeMarcus Cousins,81,2309.4266666666667,85,68
201960,DeMarre Carroll,12,50.013333333333335,1,1
2205,DeSagana Diop,16,181.08833333333334,4,15
2052,DeShawn Stevenson,72,1158.3883333333333,21,5
2753,Delonte West,24,453.1433333333333,20,10
965,Derek Fisher,82,2297.008333333333,99,8
101114,Deron Williams,65,2464.911666666667,79,15
201974,Derrick Brown,49,575.3666666666667,20,10
202382,Derrick Caracter,41,215.00333333333333,4,10
202324,Derrick Favors,78,1535.7216666666666,29,68
201565,Derrick Rose,81,3025.8366666666666,85,51
202365,Devin Ebanks,20,117.61,4,5
2734,Devin Harris,71,2253.78,70,7
202354,Dexter Pittman,2,11.233333333333333,0,0
1717,Dirk Nowitzki,73,2503.9366666666665,38,47
201187,Dominic McGuire,52,760.3883333333333,10,33
202346,Dominique Jones,18,135.11,5,3
201590,Donte Greene,69,1127.085,36,20
2748,Dorell Wright,82,3146.778333333333,124,63
2400,Drew Gooden,35,859.8783333333333,21,18
2730,Dwight Howard,78,2934.9166666666665,107,186
2548,Dwyane Wade,76,2823.2116666666666,111,87
2853,Earl Barron,21,305.5083333333333,8,6
1863,Earl Boykins,57,861.7683333333333,38,3
201947,Earl Clark,42,463.79,8,18
2248,Earl Watson,80,1567.35,61,17
202334,Ed Davis,65,1601.7533333333333,39,67
2067,Eddie House,56,978.3666666666667,32,3
2059,Eduardo Najera,31,372.2916666666667,11,6
202327,Ekpe Udoh,58,1029.5133333333333,22,86
1882,Elton Brand,81,2809.133333333333,92,106
2731,Emeka Okafor,72,2286.7533333333336,40,127
202339,Eric Bledsoe,81,1840.5333333333333,92,26
201569,Eric Gordon,56,2112.0666666666666,71,18
201953,Eric Maynor,82,1199.635,35,6
956,Erick Dampier,51,814.8016666666666,14,47
101141,Ersan Ilyasova,60,1505.285,51,24
2041,Etan Thomas,13,82.07333333333334,1,4
202323,Evan Turner,78,1797.4016666666666,49,14
101177,Fabricio Oberto,5,44.695,0,0
1922,Francisco Elson,62,609.935,21,14
101128,Francisco Garcia,58,1385.6266666666668,51,49
202371,Gani Lawal,1,1.9333333333333333,0,0
202081,Garret Siler,21,101.29333333333334,1,4
202066,Garrett Temple,24,230.19333333333333,11,6
201814,Gary Forbes,63,790.7683333333333,23,6
202390,Gary Neal,80,1684.5616666666667,27,4
201588,George Hill,76,2147.9766666666665,66,21
201945,Gerald Henderson,68,1661.2416666666666,50,32
2222,Gerald Wallace,71,2693.0333333333333,105,63
2240,Gilbert Arenas,70,1796.1933333333334,74,21
201175,Glen Davis,78,2297.7766666666666,78,30
201609,Goran Dragic,70,1233.875,50,10
