season_end_year,season,player_id,player,age,games,steals,blocks,stocks,steals_per_game,blocks_per_game,stocks_per_game,team_games,team_steals,team_blocks,player_source_url,team_source_url
2025,2024–25,1641766,Adama Sanogo,23.0,4,0,0,0,0.0,0.0,0.0,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
2025,2024–25,1630245,Ayo Dosunmu,25.0,46,43,18,61,0.9347826086956522,0.391304347826087,1.326086956521739,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
2025,2024–25,1630537,Chris Duarte,28.0,17,0,0,0,0.0,0.0,0.0,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
2025,2024–25,1629632,Coby White,25.0,74,69,16,85,0.9324324324324325,0.21621621621621623,1.1486486486486487,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
2025,2024–25,1631207,Dalen Terry,22.0,73,44,15,59,0.6027397260273972,0.2054794520547945,0.8082191780821918,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
2025,2024–25,1630604,E.J. Liddell,24.0,12,1,1,2,0.08333333333333333,0.08333333333333333,0.16666666666666666,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
2025,2024–25,1641801,Emanuel Miller,25.0,6,1,0,1,0.16666666666666666,0.0,0.16666666666666666,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
2025,2024–25,1642443,Jahmir Young,24.0,6,0,0,0,0.0,0.0,0.0,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
2025,2024–25,1630188,Jalen Smith,25.0,64,17,44,61,0.265625,0.6875,0.953125,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
2025,2024–25,1628975,Jevon Carter,29.0,36,13,3,16,0.3611111111111111,0.08333333333333333,0.4444444444444444,82,621,386,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2024-25&SeasonType=Regular%20Season&TeamID=1610612741
