season_end_year,season,player_id,player,age,games,steals,blocks,stocks,steals_per_game,blocks_per_game,stocks_per_game,team_games,team_steals,team_blocks,player_source_url,team_source_url
2008,2007–08,201189,Aaron Gray,23.0,61,21,16,37,0.3442622950819672,0.26229508196721313,0.6065573770491803,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,1559,Adrian Griffin,33.0,22,12,1,13,0.5454545454545454,0.045454545454545456,0.5909090909090909,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2804,Andres Nocioni,28.0,82,25,43,68,0.3048780487804878,0.524390243902439,0.8292682926829268,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2732,Ben Gordon,25.0,72,55,8,63,0.7638888888888888,0.1111111111111111,0.875,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,1112,Ben Wallace,33.0,50,69,80,149,1.38,1.6,2.98,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,200759,Cedric Simmons,22.0,7,0,0,0,0.0,0.0,0.0,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2768,Chris Duhon,25.0,66,48,2,50,0.7272727272727273,0.030303030303030304,0.7575757575757576,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,201193,Demetris Nichols,23.0,11,0,3,3,0.0,0.2727272727272727,0.2727272727272727,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,2400,Drew Gooden,26.0,18,13,23,36,0.7222222222222222,1.2777777777777777,2.0,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
2008,2007–08,201149,Joakim Noah,23.0,74,68,64,132,0.918918918918919,0.8648648648648649,1.7837837837837838,82,635,429,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2007-08&SeasonType=Regular%20Season&TeamID=1610612741
