PLAYER_ID,PLAYER_NAME,GP,MIN,STL,BLK
243,Aaron McKie,14,121.48833333333333,5,0
101223,Aaron Miles,19,118.12333333333333,4,1
1425,Aaron Williams,48,790.77,17,21
1502,Adonal Foyle,77,1823.6116666666667,44,125
1559,Adrian Griffin,52,1245.3766666666668,51,9
1733,Al Harrington,76,2781.5933333333332,85,14
2744,Al Jefferson,59,1062.4166666666667,30,46
101187,Alan Anderson,36,563.6,11,4
673,Alan Henderson,51,530.7216666666667,9,12
101165,Alex Acker,5,35.10666666666667,1,0
2637,Alex Scales,1,0.15333333333333332,0,0
947,Allen Iverson,72,3103.1883333333335,140,10
297,Alonzo Mourning,65,1302.0033333333333,13,173
1541,Alvin Williams,1,9.75,0,0
2405,Amar'e Stoudemire,3,50.45,1,3
101161,Amir Johnson,3,38.766666666666666,0,2
2760,Anderson Varejao,48,760.0116666666667,31,19
101154,Andray Blatche,29,175.48166666666665,5,7
2857,Andre Barrett,19,282.22333333333336,10,0
2738,Andre Iguodala,82,3085.7616666666668,135,21
1889,Andre Miller,82,2937.17,106,18
101261,Andre Owens,23,210.04166666666666,5,0
1905,Andrei Kirilenko,69,2604.1566666666668,102,220
2804,Andres Nocioni,82,2239.08,40,52
101106,Andrew Bogut,82,2348.13,49,68
101115,Andrew Bynum,46,338.32166666666666,4,22
2740,Andris Biedrins,68,1000.325,23,47
358,Anfernee Hardaway,4,71.73666666666666,2,0
1712,Antawn Jamison,82,3288.3116666666665,90,12
1853,Anthony Carter,45,589.0016666666667,24,9
924,Anthony Goldwire,3,21.906666666666666,0,0
101219,Anthony Grundy,12,108.00666666666666,7,0
1533,Anthony Johnson,75,1980.645,63,22
101194,Anthony Roberson,16,88.31166666666667,1,0
952,Antoine Walker,82,2198.741666666667,47,30
101120,Antoine Wright,39,370.1666666666667,4,3
2766,Antonio Burks,57,570.1916666666667,20,0
1498,Antonio Daniels,80,2283.1833333333334,52,8
213,Antonio Davis,44,940.1233333333333,23,10
686,Antonio McDyess,82,1733.1466666666668,46,48
101178,Arvydas Macijauskas,19,134.51666666666668,7,0
1506,Austin Croshere,50,1148.0133333333333,22,7
2852,Awvee Storey,25,116.31666666666666,3,1
1884,Baron Davis,54,1971.2483333333332,89,14
2732,Ben Gordon,80,2482.1066666666666,75,5
1112,Ben Wallace,82,2889.641666666667,146,181
2757,Beno Udrih,55,586.3333333333334,14,2
2774,Bernard Robinson,66,1303.0233333333333,81,10
2873,Billy Thomas,17,131.08333333333334,10,1
448,Bo Outlaw,32,354.98333333333335,10,12
1517,Bobby Jackson,71,1775.4416666666666,61,1
2250,Bobby Simmons,75,2537.483333333333,86,21
101238,Boniface Ndong,23,151.53833333333333,2,5
1719,Bonzi Wells,52,1684.3383333333334,94,25
2564,Boris Diaw,81,2873.92,58,85
2411,Bostjan Nachbar,36,501.77166666666665,16,5
101152,Bracey Wright,7,135.10333333333332,1,0
