PLAYER_ID,PLAYER_NAME,GP,MIN,STL,BLK
201985,AJ Price,28,99.36833333333334,1,0
201166,Aaron Brooks,72,1557.2716666666668,52,13
201189,Aaron Gray,37,354.375,10,8
203519,Adonis Thomas,6,37.583333333333336,0,0
1733,Al Harrington,34,511.365,14,0
201143,Al Horford,29,957.73,27,44
2744,Al Jefferson,73,2553.2383333333332,67,79
202329,Al-Farouq Aminu,80,2045.4266666666667,82,38
101187,Alan Anderson,78,1772.51,48,11
202692,Alec Burks,78,2193.108333333333,69,14
203458,Alex Len,42,362.28333333333336,4,18
203144,Alexey Shved,63,664.0566666666666,26,16
201582,Alexis Ajinca,56,950.5783333333334,23,46
203459,Allen Crabbe,15,99.77833333333334,2,1
202087,Alonzo Gee,65,1019.735,39,15
2405,Amar'e Stoudemire,65,1466.185,23,37
101161,Amir Johnson,77,2213.8783333333336,56,88
2760,Anderson Varejao,65,1800.2383333333332,69,39
101154,Andray Blatche,73,1618.1283333333333,75,38
203083,Andre Drummond,81,2619.0783333333334,101,131
2738,Andre Iguodala,63,2039.7083333333333,95,18
1889,Andre Miller,58,981.8766666666667,34,9
203460,Andre Roberson,40,399.04333333333335,19,10
200745,Andrea Bargnani,42,1257.12,14,52
1905,Andrei Kirilenko,45,857.3083333333333,40,19
101106,Andrew Bogut,67,1769.4083333333333,47,121
101115,Andrew Bynum,26,515.5116666666667,6,29
203094,Andrew Nicholson,76,1173.5333333333333,18,23
2740,Andris Biedrins,6,44.583333333333336,0,0
1712,Antawn Jamison,22,247.55666666666667,9,3
203461,Anthony Bennett,52,662.6383333333333,21,8
203076,Anthony Davis,67,2357.7716666666665,89,189
201627,Anthony Morrow,76,1425.7533333333333,38,12
201576,Anthony Randolph,43,527.0033333333333,26,19
201229,Anthony Tolliver,64,1298.1016666666667,19,15
203462,Archie Goodwin,52,532.88,20,11
202620,Arinze Onuaku,5,30.15,0,0
203102,Arnett Moultrie,12,187.06,8,4
203382,Aron Baynes,53,490.80833333333334,2,5
201167,Arron Afflalo,73,2552.3416666666667,35,3
201948,Austin Daye,22,148.22333333333333,4,4
203085,Austin Rivers,69,1338.685,45,9
202340,Avery Bradley,60,1855.095,63,11
2732,Ben Gordon,19,278.76166666666666,10,2
203463,Ben McLemore,82,2186.9066666666668,45,18
2757,Beno Udrih,41,642.9166666666666,23,4
203108,Bernard James,30,146.005,3,8
202687,Bismack Biyombo,77,1072.4566666666667,7,86
201933,Blake Griffin,80,2863.3016666666667,92,51
2564,Boris Diaw,79,1974.0716666666667,44,32
203078,Bradley Beal,73,2530.0183333333334,71,18
201148,Brandan Wright,58,1077.385,32,55
101138,Brandon Bass,82,2266.3983333333335,36,71
203561,Brandon Davies,51,575.0283333333333,24,8
201943,Brandon Jennings,80,2728.1133333333332,101,8
202688,Brandon Knight,72,2400.0833333333335,69,17
201575,Brandon Rush,38,417.9683333333333,5,9
203148,Brian Roberts,72,1666.8083333333334,43,7
201572,Brook Lopez,17,533.41,9,30
201957,Byron Mullens,45,414.41833333333335,15,11
201228,C.J. Watson,63,1193.2816666666668,60,8
203468,CJ McCollum,38,475.74,14,2
101139,CJ Miles,51,984.1233333333333,46,15
201171,Carl Landry,18,232.96666666666667,3,1
2430,Carlos Boozer,76,2141.1233333333334,53,22
2546,Carmelo Anthony,77,2981.7316666666666,95,51
2406,Caron Butler,56,1419.05,47,17
203467,Carrick Felix,7,38.1,0,0
201858,Cartier Martin,59,869.835,27,7
203810,Casper Ware,9,115.76333333333334,8,0
202718,Chandler Parsons,74,2782.5783333333334,88,29
101112,Channing Frye,82,2312.305,60,63
101111,Charlie Villanueva,20,179.67666666666668,4,5
201978,Chase Budinger,41,750.7866666666666,19,2
1497,Chauncey Billups,19,309.47,8,1
2365,Chris Andersen,72,1396.0216666666668,32,97
203569,Chris Babb,14,132.33,6,0
2547,Chris Bosh,79,2531.3516666666665,80,78
203142,Chris Copeland,41,264.61,3,7
201604,Chris Douglas-Roberts,49,1015.52,29,16
203187,Chris Johnson,40,789.1483333333333,27,4
2549,Chris Kaman,39,735.975,11,40
101108,Chris Paul,62,2170.983333333333,154,4
202698,Chris Singleton,25,249.96833333333333,9,3
203147,Chris Smith,2,1.9566666666666668,0,0
202874,Chris Wright,8,125.50666666666666,7,5
101236,Chuck Hayes,61,753.3616666666667,34,12
203469,Cody Zeller,82,1416.6816666666666,40,41
202332,Cole Aldrich,46,330.01666666666665,8,30
201147,Corey Brewer,81,2609.3533333333335,151,30
202709,Cory Joseph,68,935.98,35,14
201584,Courtney Lee,79,1972.9633333333334,65,28
201571,D.J. Augustin,71,1938.6433333333334,53,3
203474,DJ Stephens,3,14.631666666666666,0,0
201591,DJ White,2,10.183333333333334,1,0
203081,Damian Lillard,82,2936.615,64,22
202345,Damion James,5,50.355,0,1
202350,Daniel Orton,22,250.80333333333334,6,16
101122,Danny Granger,41,847.5983333333334,12,17
201980,Danny Green,68,1651.1,65,61
201967,Dante Cunningham,81,1634.84,62,58
203130,Darius Johnson-Odom,3,15.295,1,0
203121,Darius Miller,45,722.7633333333333,24,9
202721,Darius Morris,27,312.815,13,0
201589,Darrell Arthur,68,1161.105,39,47
201954,Darren Collison,80,2069.306666666667,93,15
101135,David Lee,69,2288.3033333333333,48,26
2561,David West,80,2472.145,61,74
201599,DeAndre Jordan,82,2870.435,80,203
202732,DeAndre Liggins,1,1.4,0,0
201971,DeJuan Blair,78,1213.8233333333333,60,21
201942,DeMar DeRozan,79,3016.6266666666666,86,28
202326,DeMarcus Cousins,71,2297.9416666666666,109,91
201960,DeMarre Carroll,73,2340.505,108,21
203471,Dennis Schröder,49,641.4083333333333,17,0
965,Derek Fisher,81,1428.0216666666668,70,3
101114,Deron Williams,64,2059.345,93,13
202324,Derrick Favors,73,2201.193333333333,75,108
201565,Derrick Rose,10,310.8883333333333,5,1
202682,Derrick Williams,78,1820.2016666666666,48,20
2734,Devin Harris,40,817.7933333333333,28,2
203473,Dewayne Dedmon,31,390.42333333333335,7,22
202354,Dexter Pittman,2,2.94,0,0
203197,Diante Garrett,71,1047.5716666666667,41,5
203079,Dion Waiters,70,2072.03,63,17
202091,Dionte Christmas,31,197.87333333333333,2,3
1717,Dirk Nowitzki,80,2628.068333333333,73,45
202388,Donald Sloan,48,392.1766666666667,10,1
202700,Donatas Motiejunas,62,952.1983333333334,20,21
2748,Dorell Wright,68,984.49,23,16
203117,Doron Lamb,53,694.81,11,1
203110,Draymond Green,82,1796.7416666666666,102,72
2400,Drew Gooden,22,395.1016666666667,10,7
202779,Dwight Buycks,14,146.03166666666667,8,0
2730,Dwight Howard,71,2396.411666666667,60,128
2548,Dwyane Wade,54,1774.6533333333334,79,29
202734,E'Twaun Moore,79,1505.7283333333332,60,13
201947,Earl Clark,54,768.4383333333334,17,25
2248,Earl Watson,24,160.59333333333333,5,1
202334,Ed Davis,63,956.0833333333334,17,43
202327,Ekpe Udoh,42,803.7833333333333,15,44
203548,Elias Harris,2,11.383333333333333,1,0
202343,Elliot Williams,67,1157.2016666666666,35,3
1882,Elton Brand,73,1413.6583333333333,40,88
202683,Enes Freedom,80,2138.16,28,42
202339,Eric Bledsoe,43,1416.4733333333334,69,14
