PLAYER_ID,PLAYER_NAME,GP,MIN,STL,BLK
201166,Aaron Brooks,51,608.11,13,5
201189,Aaron Gray,61,612.9966666666667,21,16
1425,Aaron Williams,30,296.9583333333333,12,15
201151,Acie Law,56,865.36,29,0
1502,Adonal Foyle,82,773.7616666666667,16,45
1559,Adrian Griffin,35,306.9683333333333,17,2
1733,Al Harrington,81,2190.3016666666667,74,16
201143,Al Horford,81,2539.8866666666668,60,76
2744,Al Jefferson,82,2918.7683333333334,74,119
201154,Al Thornton,79,2157.6983333333333,46,43
201169,Alando Tucker,6,47.96666666666667,0,1
200792,Alexander Johnson,43,548.725,13,10
947,Allen Iverson,82,3423.806666666667,160,12
297,Alonzo Mourning,25,389.39666666666665,4,42
2405,Amar'e Stoudemire,79,2676.7916666666665,64,163
101161,Amir Johnson,62,763.9366666666666,24,82
2760,Anderson Varejao,48,1319.4466666666667,37,26
101154,Andray Blatche,82,1674.6266666666668,53,114
2857,Andre Barrett,4,25.291666666666668,0,0
2810,Andre Brown,33,286.30333333333334,7,4
2738,Andre Iguodala,82,3241.77,171,49
1889,Andre Miller,82,3015.8766666666666,105,6
101261,Andre Owens,31,391.99333333333334,13,3
200745,Andrea Bargnani,78,1861.1183333333333,23,37
1905,Andrei Kirilenko,72,2216.9283333333333,86,109
2804,Andres Nocioni,82,2020.6216666666667,25,43
101106,Andrew Bogut,78,2720.0333333333333,64,135
101115,Andrew Bynum,35,1008.25,12,72
2740,Andris Biedrins,76,2078.345,56,94
358,Anfernee Hardaway,16,324.665,19,1
1712,Antawn Jamison,79,3060.7766666666666,106,34
1853,Anthony Carter,70,1959.7333333333333,107,28
1533,Anthony Johnson,69,1530.335,52,9
1515,Anthony Parker,82,2633.891666666667,79,17
952,Antoine Walker,46,892.3666666666667,33,8
101120,Antoine Wright,56,1231.165,28,21
1498,Antonio Daniels,71,2160.705,69,2
686,Antonio McDyess,78,2284.8083333333334,61,53
201167,Arron Afflalo,75,970.3366666666667,31,8
1506,Austin Croshere,44,456.87333333333333,8,6
2852,Awvee Storey,26,258.48833333333334,7,1
1884,Baron Davis,82,3196.2116666666666,191,43
2732,Ben Gordon,72,2291.2633333333333,55,8
1112,Ben Wallace,72,2204.983333333333,88,117
2757,Beno Udrih,65,2079.5033333333336,56,10
2873,Billy Thomas,11,41.85666666666667,1,0
201336,Blake Ahearn,12,177.13,6,0
448,Bo Outlaw,2,6.616666666666666,0,0
1517,Bobby Jackson,72,1388.5833333333333,45,5
200784,Bobby Jones,47,530.4233333333333,15,3
2250,Bobby Simmons,70,1521.2033333333334,50,5
1719,Bonzi Wells,73,1561.2466666666667,75,32
2564,Boris Diaw,82,2307.575,61,39
2411,Bostjan Nachbar,75,1659.5316666666668,44,21
1802,Brad Miller,72,2512.5383333333334,69,74
201148,Brandan Wright,38,375.69666666666666,6,22
101138,Brandon Bass,79,1556.4833333333333,22,48
200750,Brandon Roy,74,2792.0,79,16
2217,Brendan Haywood,80,2227.7733333333335,31,133
699,Brent Barry,31,554.125,17,3
1510,Brevin Knight,74,1673.9183333333333,100,11
2073,Brian Cardinal,37,439.7816666666667,10,2
2567,Brian Cook,51,628.9283333333333,13,12
2243,Brian Scalabrine,48,512.0183333333333,9,8
1730,Brian Skinner,66,843.975,21,77
1477,Bruce Bowen,81,2447.5866666666666,54,22
201228,C.J. Watson,32,367.90166666666664,15,0
101139,CJ Miles,60,689.4266666666666,32,8
1916,Calvin Booth,31,203.95666666666668,6,18
